ID,Date,Open,High,Low,Close,Volume
396,2023-07-21,114700.0,115100.0,113200.0,115100.0,2745384
397,2023-07-24,114100.0,114900.0,112900.0,114000.0,2761991
398,2023-07-25,114000.0,114200.0,112200.0,113400.0,2678385
399,2023-07-26,116000.0,116100.0,111300.0,113000.0,4995935
400,2023-07-27,115000.0,124000.0,114100.0,124000.0,9638980
401,2023-07-28,126200.0,129000.0,122000.0,128000.0,8718746
402,2023-07-31,128000.0,128500.0,122500.0,123400.0,4623350
403,2023-08-01,124000.0,126400.0,120700.0,125100.0,4656047
404,2023-08-02,123300.0,124800.0,118700.0,119500.0,3765478
405,2023-08-03,119000.0,121300.0,117200.0,120000.0,3498537
406,2023-08-04,118300.0,120900.0,118100.0,120100.0,2375384
407,2023-08-07,120600.0,124900.0,120500.0,121900.0,3724826
408,2023-08-08,121900.0,122400.0,118300.0,118600.0,2729243
409,2023-08-09,118500.0,119200.0,117200.0,118500.0,2551668
410,2023-08-10,117400.0,118500.0,115100.0,118500.0,2622604
411,2023-08-11,118000.0,119400.0,115200.0,115300.0,2412381
412,2023-08-14,114600.0,117300.0,114000.0,114900.0,2038360
413,2023-08-16,117200.0,118500.0,115000.0,115800.0,3870479
414,2023-08-17,114300.0,115500.0,112500.0,114800.0,3064253
415,2023-08-18,112600.0,118700.0,111800.0,117200.0,3329697
416,2023-08-21,117300.0,118500.0,115600.0,116400.0,2621973
417,2023-08-22,120000.0,120900.0,114900.0,116500.0,3349473
418,2023-08-23,116200.0,116800.0,114100.0,116000.0,2573292
419,2023-08-24,122300.0,123600.0,120300.0,120900.0,6368401
420,2023-08-25,117400.0,118300.0,115300.0,116500.0,3533647
